Settlement Number,Booth Number,Settlement Name,Address Name
3000,120.6,ירושלים,"שמעון הצדיק,23"
3000,121.0,ירושלים,"נטר,40"
3000,134.1,ירושלים,"יצחק אלחנן,4"
3000,134.2,ירושלים,"יצחק אלחנן,4"
3000,134.3,ירושלים,"יצחק אלחנן,4"
3000,134.4,ירושלים,"יצחק אלחנן,4"
3000,134.5,ירושלים,"יצחק אלחנן,4"
3000,149.1,ירושלים,"הגדוד העברי,22"
3000,149.2,ירושלים,"הגדוד העברי,22"
3000,149.3,ירושלים,"הגדוד העברי,22"
3000,149.4,ירושלים,"הגדוד העברי,22"
3000,150.1,ירושלים,"בן לברט,15"
3000,150.2,ירושלים,"בן לברט,15"
3000,150.3,ירושלים,"בן לברט,15"
3000,150.4,ירושלים,"בן לברט,15"
3000,150.5,ירושלים,"בן לברט,15"
3000,150.6,ירושלים,"בן לברט,15"
3000,165.1,ירושלים,"אוסישקין,38"
3000,165.2,ירושלים,"אוסישקין,38"
3000,165.3,ירושלים,"אוסישקין,38"
3000,165.4,ירושלים,"אוסישקין,38"
3000,188.1,ירושלים,"הרב והרבנית קאפח,20"
3000,188.2,ירושלים,"הרב והרבנית קאפח,20"
3000,188.3,ירושלים,"הרב והרבנית קאפח,20"
3000,188.4,ירושלים,"הרב והרבנית קאפח,20"
3000,188.5,ירושלים,"הרב והרבנית קאפח,20"
3000,193.0,ירושלים,"נרקיס,11"
3000,197.0,ירושלים,"אהל משה,42"
3000,198.0,ירושלים,"אהל משה,42"
3000,201.1,ירושלים,"אלוף שאלתיאל,1"
3000,201.2,ירושלים,"אלוף שאלתיאל,1"
3000,201.3,ירושלים,"אלוף שאלתיאל,1"
3000,203.0,ירושלים,"שיריזלי,6"
3000,204.0,ירושלים,"אהל משה,42"
3000,206.0,ירושלים,"אהל משה,42"
3000,207.1,ירושלים,"מנחם מנדל משקלוב,24"
3000,207.2,ירושלים,"מנחם מנדל משקלוב,24"
3000,208.1,ירושלים,"ישעיהו,7"
3000,208.2,ירושלים,"ישעיהו,7"
3000,208.3,ירושלים,"ישעיהו,7"
3000,208.4,ירושלים,"ישעיהו,7"
3000,208.5,ירושלים,"ישעיהו,7"
3000,208.6,ירושלים,"ישעיהו,7"
3000,209.1,ירושלים,"זכרון יעקב,5"
3000,209.2,ירושלים,"זכרון יעקב,5"
3000,209.3,ירושלים,"זכרון יעקב,5"
3000,212.0,ירושלים,"הרב אבן דנן,30"
3000,213.1,ירושלים,"החלוץ,47"
3000,213.2,ירושלים,"החלוץ,47"
3000,213.3,ירושלים,"החלוץ,47"
3000,213.4,ירושלים,"החלוץ,47"
3000,213.5,ירושלים,"החלוץ,47"
3000,214.0,ירושלים,"שחר,19"
3000,217.0,ירושלים,"הרב אבן דנן,30"
3000,218.0,ירושלים,"הרב אבן דנן,30"
3000,220.1,ירושלים,"שמואל הנביא,85"
3000,220.2,ירושלים,"שמואל הנביא,85"
3000,220.3,ירושלים,"שמואל הנביא,85"
3000,220.4,ירושלים,"שמואל הנביא,85"
3000,220.5,ירושלים,"שמואל הנביא,85"
3000,222.1,ירושלים,"בן ציון,24"
3000,222.2,ירושלים,"בן ציון,24"
3000,222.3,ירושלים,"בן ציון,24"
3000,224.1,ירושלים,"ויטל חיים,32"
3000,224.2,ירושלים,"ויטל חיים,32"
3000,224.3,ירושלים,"ויטל חיים,32"
3000,224.4,ירושלים,"ויטל חיים,32"
3000,224.5,ירושלים,"ויטל חיים,32"
3000,225.1,ירושלים,"זכרון יעקב,3"
3000,225.2,ירושלים,"זכרון יעקב,3"
3000,225.3,ירושלים,"זכרון יעקב,3"
3000,228.1,ירושלים,"בן לברט,15"
3000,228.2,ירושלים,"בן לברט,15"
3000,228.3,ירושלים,"בן לברט,15"
3000,228.4,ירושלים,"בן לברט,15"
3000,237.1,ירושלים,"הקבלן,8"
3000,237.2,ירושלים,"הקבלן,8"
3000,237.3,ירושלים,"הקבלן,8"
3000,239.1,ירושלים,"סורוצקין,38א"
3000,239.2,ירושלים,"סורוצקין,38א"
3000,239.3,ירושלים,"סורוצקין,38א"
3000,242.1,ירושלים,"המ""ג,1"
3000,242.2,ירושלים,"המ""ג,1"
3000,242.3,ירושלים,"המ""ג,1"
3000,249.1,ירושלים,"נג'ארה,27"
3000,249.2,ירושלים,"נג'ארה,27"
3000,249.3,ירושלים,"נג'ארה,27"
3000,249.4,ירושלים,"נג'ארה,27"
3000,249.5,ירושלים,"נג'ארה,27"
3000,253.0,ירושלים,"הרב טייב חי,46"
3000,254.0,ירושלים,"הרב אבן דנן,30"
3000,256.0,ירושלים,"הרב אבן דנן,30"
3000,258.1,ירושלים,"הרב טייב חי,46"
3000,258.2,ירושלים,"הרב טייב חי,46"
3000,258.3,ירושלים,"הרב טייב חי,46"
3000,258.4,ירושלים,"הרב טייב חי,46"
3000,260.1,ירושלים,"התומר,5"
3000,260.2,ירושלים,"התומר,5"
3000,260.3,ירושלים,"התומר,5"
3000,260.4,ירושלים,"התומר,5"
3000,260.5,ירושלים,"התומר,5"
3000,261.0,ירושלים,"שחר,19"
3000,264.1,ירושלים,"חכמי יוסף,28א"
3000,264.2,ירושלים,"חכמי יוסף,28א"
3000,264.3,ירושלים,"חכמי יוסף,28א"
3000,264.4,ירושלים,"חכמי יוסף,28א"
3000,264.5,ירושלים,"חכמי יוסף,28א"
3000,267.1,ירושלים,"שד הרצל,137"
3000,267.2,ירושלים,"שד הרצל,137"
3000,267.3,ירושלים,"שד הרצל,137"
3000,267.4,ירושלים,"שד הרצל,137"
3000,267.5,ירושלים,"שד הרצל,137"
3000,267.6,ירושלים,"שד הרצל,137"
3000,269.1,ירושלים,"בן ציון,7"
3000,269.2,ירושלים,"בן ציון,7"
3000,269.3,ירושלים,"בן ציון,7"
3000,269.4,ירושלים,"בן ציון,7"
3000,269.5,ירושלים,"בן ציון,7"
3000,271.1,ירושלים,"בזל,3"
3000,271.2,ירושלים,"בזל,3"
3000,271.3,ירושלים,"בזל,3"
3000,271.4,ירושלים,"בזל,3"
3000,271.5,ירושלים,"בזל,3"
3000,274.1,ירושלים,"מעגל בית המדרש,8"
3000,274.2,ירושלים,"מעגל בית המדרש,8"
3000,274.3,ירושלים,"מעגל בית המדרש,8"
3000,275.0,ירושלים,"שחר,19"
3000,285.1,ירושלים,"הפסגה,24"
3000,285.2,ירושלים,"הפסגה,24"
3000,285.3,ירושלים,"הפסגה,24"
3000,285.4,ירושלים,"הפסגה,24"
3000,294.1,ירושלים,"תורה ועבודה,6"
3000,294.2,ירושלים,"תורה ועבודה,6"
3000,294.3,ירושלים,"תורה ועבודה,6"
3000,294.4,ירושלים,"תורה ועבודה,6"
3000,296.1,ירושלים,"שד הרצל,137"
3000,296.2,ירושלים,"שד הרצל,137"
3000,296.3,ירושלים,"שד הרצל,137"
3000,296.4,ירושלים,"שד הרצל,137"
3000,301.1,ירושלים,"דולצ'ין,21"
3000,301.2,ירושלים,"דולצ'ין,21"
3000,301.3,ירושלים,"דולצ'ין,21"
3000,301.4,ירושלים,"דולצ'ין,21"
3000,301.5,ירושלים,"דולצ'ין,21"
3000,301.6,ירושלים,"דולצ'ין,21"
3000,305.1,ירושלים,"קוסטה ריקה,17"
3000,305.2,ירושלים,"קוסטה ריקה,17"
3000,305.3,ירושלים,"קוסטה ריקה,17"
3000,305.4,ירושלים,"קוסטה ריקה,17"
3000,307.1,ירושלים,"האייל,72"
3000,307.2,ירושלים,"האייל,72"
3000,307.3,ירושלים,"האייל,72"
3000,307.4,ירושלים,"האייל,72"
3000,308.1,ירושלים,"החרצית,10"
3000,308.2,ירושלים,"החרצית,10"
3000,308.3,ירושלים,"החרצית,10"
3000,308.4,ירושלים,"החרצית,10"
3000,309.1,ירושלים,"הרפוב הדומיניקנית,3"
3000,309.2,ירושלים,"הרפוב הדומיניקנית,3"
3000,310.1,ירושלים,"אולשוונגר,48"
3000,310.2,ירושלים,"אולשוונגר,48"
3000,310.3,ירושלים,"אולשוונגר,48"
3000,312.1,ירושלים,"אולשוונגר,3"
3000,312.2,ירושלים,"אולשוונגר,3"
3000,312.3,ירושלים,"אולשוונגר,3"
3000,312.4,ירושלים,"אולשוונגר,3"
3000,312.5,ירושלים,"אולשוונגר,3"
3000,319.1,ירושלים,"בורוכוב,9א"
3000,319.2,ירושלים,"בורוכוב,9א"
3000,319.3,ירושלים,"בורוכוב,9א"
3000,321.1,ירושלים,"זנגויל,25"
3000,321.2,ירושלים,"זנגויל,25"
3000,321.3,ירושלים,"זנגויל,25"
3000,322.0,ירושלים,"המעיין,2"
3000,323.0,ירושלים,"המעיין,2"
3000,326.0,ירושלים,"דהומיי,7"
3000,327.1,ירושלים,"הנורית,18"
3000,327.2,ירושלים,"הנורית,18"
3000,327.3,ירושלים,"הנורית,18"
3000,327.4,ירושלים,"הנורית,18"
3000,328.0,ירושלים,"צ'ילה,8"
3000,330.0,ירושלים,"צ'ילה,8"
3000,331.0,ירושלים,"גרינולד,8"
3000,333.1,ירושלים,"וולטה העלית,12"
3000,333.2,ירושלים,"וולטה העלית,12"
3000,333.3,ירושלים,"וולטה העלית,12"
3000,333.4,ירושלים,"וולטה העלית,12"
3000,333.5,ירושלים,"וולטה העלית,12"
3000,333.6,ירושלים,"וולטה העלית,12"
3000,334.0,ירושלים,"גרינולד,8"
3000,335.1,ירושלים,"רקם,2"
3000,335.2,ירושלים,"רקם,2"
3000,336.0,ירושלים,"דהומיי,6"
3000,337.0,ירושלים,"דהומיי,6"
3000,341.0,ירושלים,"שטרן אברהם,3"
3000,346.1,ירושלים,"שד שרת משה,1"
3000,346.2,ירושלים,"שד שרת משה,1"
3000,349.1,ירושלים,"שד שרת משה,1"
3000,349.2,ירושלים,"שד שרת משה,1"
3000,349.3,ירושלים,"שד שרת משה,1"
3000,349.4,ירושלים,"שד שרת משה,1"
3000,349.5,ירושלים,"שד שרת משה,1"
3000,349.6,ירושלים,"שד שרת משה,1"
3000,350.0,ירושלים,"שטרן אברהם,3"
3000,358.0,ירושלים,"גרינולד,8"
3000,362.1,ירושלים,"שד דב יוסף,2"
3000,362.2,ירושלים,"שד דב יוסף,2"
3000,362.3,ירושלים,"שד דב יוסף,2"
3000,364.1,ירושלים,"מרגולין,3"
3000,364.2,ירושלים,"מרגולין,3"
3000,364.3,ירושלים,"מרגולין,3"
3000,366.0,ירושלים,"בר יוחאי,53"
3000,367.1,ירושלים,"רבי צדוק,12"
3000,367.2,ירושלים,"רבי צדוק,12"
3000,367.3,ירושלים,"רבי צדוק,12"
3000,369.0,ירושלים,"בר יוחאי,53"
3000,370.0,ירושלים,"בעהם אריה,7"
3000,372.0,ירושלים,"ש פת,3"
3000,373.0,ירושלים,"אליעזר הגדול,4"
3000,376.1,ירושלים,"יוחנן בן זכאי,33"
3000,376.2,ירושלים,"יוחנן בן זכאי,33"
3000,376.3,ירושלים,"יוחנן בן זכאי,33"
3000,376.4,ירושלים,"יוחנן בן זכאי,33"
3000,376.5,ירושלים,"יוחנן בן זכאי,33"
3000,385.1,ירושלים,"יהודה הנשיא,26"
3000,385.2,ירושלים,"יהודה הנשיא,26"
3000,385.3,ירושלים,"יהודה הנשיא,26"
3000,385.4,ירושלים,"יהודה הנשיא,26"
3000,386.0,ירושלים,"בעהם אריה,7"
3000,387.0,ירושלים,"אליעזר הגדול,4"
3000,388.1,ירושלים,"רבי חייא,3"
3000,388.2,ירושלים,"רבי חייא,3"
3000,388.3,ירושלים,"רבי חייא,3"
3000,388.4,ירושלים,"רבי חייא,3"
3000,392.1,ירושלים,"הורקניה,21"
3000,392.2,ירושלים,"הורקניה,21"
3000,392.3,ירושלים,"הורקניה,21"
3000,392.4,ירושלים,"הורקניה,21"
3000,395.1,ירושלים,"אהרוני,14"
3000,395.2,ירושלים,"אהרוני,14"
3000,395.3,ירושלים,"אהרוני,14"
3000,395.4,ירושלים,"אהרוני,14"
3000,395.5,ירושלים,"אהרוני,14"
3000,406.0,ירושלים,"הפלמ""ח,57"
3000,408.1,ירושלים,"המשורינים,4"
3000,408.2,ירושלים,"המשורינים,4"
3000,412.0,ירושלים,"הפלמ""ח,57"
3000,417.1,ירושלים,"שערי תורה,2"
3000,417.2,ירושלים,"שערי תורה,2"
3000,417.3,ירושלים,"שערי תורה,2"
3000,418.1,ירושלים,"הרב פרנק,20"
3000,418.2,ירושלים,"הרב פרנק,20"
3000,418.3,ירושלים,"הרב פרנק,20"
3000,418.4,ירושלים,"הרב פרנק,20"
3000,418.5,ירושלים,"הרב פרנק,20"
3000,422.1,ירושלים,"רזיאל דוד,13"
3000,422.2,ירושלים,"רזיאל דוד,13"
3000,422.3,ירושלים,"רזיאל דוד,13"
3000,422.4,ירושלים,"רזיאל דוד,13"
3000,423.0,ירושלים,"תמיר שמואל,74"
3000,425.0,ירושלים,"דהומיי,6"
3000,426.0,ירושלים,"בר יוחאי,53"
3000,427.1,ירושלים,בית צפפה
3000,427.2,ירושלים,בית צפפה
3000,427.3,ירושלים,בית צפפה
3000,427.4,ירושלים,בית צפפה
3000,433.1,ירושלים,"כט' בנובמבר,13"
3000,433.2,ירושלים,"כט' בנובמבר,13"
3000,433.3,ירושלים,"כט' בנובמבר,13"
3000,433.4,ירושלים,"כט' בנובמבר,13"
3000,434.1,ירושלים,"כובשי קטמון,15"
3000,434.2,ירושלים,"כובשי קטמון,15"
3000,434.3,ירושלים,"כובשי קטמון,15"
3000,434.4,ירושלים,"כובשי קטמון,15"
3000,434.5,ירושלים,"כובשי קטמון,15"
3000,436.1,ירושלים,"עמק רפאים,22"
3000,436.2,ירושלים,"עמק רפאים,22"
3000,437.1,ירושלים,"מסריק,10"
3000,437.2,ירושלים,"מסריק,10"
3000,439.1,ירושלים,"רחל אמנו,27"
3000,439.2,ירושלים,"רחל אמנו,27"
3000,439.3,ירושלים,"רחל אמנו,27"
3000,443.1,ירושלים,"הקבלן,8"
3000,443.2,ירושלים,"הקבלן,8"
3000,443.3,ירושלים,"הקבלן,8"
3000,443.4,ירושלים,"הקבלן,8"
3000,443.5,ירושלים,"הקבלן,8"
3000,443.6,ירושלים,"הקבלן,8"
3000,447.0,ירושלים,"מעלות כיסופים,5"
3000,451.0,ירושלים,"קדושי בבל,22"
3000,456.1,ירושלים,"יהודה,31"
3000,456.2,ירושלים,"יהודה,31"
3000,456.3,ירושלים,"יהודה,31"
3000,460.1,ירושלים,"אסתר המלכה,3"
3000,460.2,ירושלים,"אסתר המלכה,3"
3000,462.1,ירושלים,"גדעון,10"
3000,462.2,ירושלים,"גדעון,10"
3000,463.0,ירושלים,"גדעון,14"
3000,468.1,ירושלים,"בית הערבה,7"
3000,468.2,ירושלים,"בית הערבה,7"
3000,468.3,ירושלים,"בית הערבה,7"
3000,468.4,ירושלים,"בית הערבה,7"
3000,468.5,ירושלים,"בית הערבה,7"
3000,473.1,ירושלים,"קבוץ גלויות,4"
3000,473.2,ירושלים,"קבוץ גלויות,4"
3000,473.3,ירושלים,"קבוץ גלויות,4"
3000,473.4,ירושלים,"קבוץ גלויות,4"
3000,473.5,ירושלים,"קבוץ גלויות,4"
3000,474.1,ירושלים,"נחשון,11"
3000,474.2,ירושלים,"נחשון,11"
3000,474.3,ירושלים,"נחשון,11"
3000,474.4,ירושלים,"נחשון,11"
3000,477.1,ירושלים,"דרך בית לחם,113"
3000,477.2,ירושלים,"דרך בית לחם,113"
3000,477.3,ירושלים,"דרך בית לחם,113"
3000,477.4,ירושלים,"דרך בית לחם,113"
3000,477.5,ירושלים,"דרך בית לחם,113"
3000,478.0,ירושלים,"דרך בית לחם,117"
3000,482.0,ירושלים,"בית""ר,8"
3000,485.1,ירושלים,"בית""ר,8"
3000,485.2,ירושלים,"בית""ר,8"
3000,485.3,ירושלים,"בית""ר,8"
3000,485.4,ירושלים,"בית""ר,8"
3000,485.5,ירושלים,"בית""ר,8"
3000,485.6,ירושלים,"בית""ר,8"
3000,486.1,ירושלים,"דרך בית לחם,117"
3000,486.2,ירושלים,"דרך בית לחם,117"
3000,486.3,ירושלים,"דרך בית לחם,117"
3000,486.4,ירושלים,"דרך בית לחם,117"
3000,486.5,ירושלים,"דרך בית לחם,117"
3000,486.6,ירושלים,"דרך בית לחם,117"
3000,488.0,ירושלים,"כפר עציון,1"
3000,489.1,ירושלים,בית צפפה
3000,489.2,ירושלים,בית צפפה
3000,500.1,ירושלים,בתי מחסה
3000,500.2,ירושלים,בתי מחסה
3000,500.3,ירושלים,בתי מחסה
3000,500.4,ירושלים,בתי מחסה
3000,501.1,ירושלים,"גריק פטריאכט,26"
3000,501.2,ירושלים,"גריק פטריאכט,26"
3000,501.3,ירושלים,"גריק פטריאכט,26"
3000,501.4,ירושלים,"גריק פטריאכט,26"
3000,518.1,ירושלים,דרך בר-לב
3000,518.2,ירושלים,דרך בר-לב
3000,518.3,ירושלים,דרך בר-לב
3000,518.4,ירושלים,דרך בר-לב
3000,518.5,ירושלים,דרך בר-לב
3000,518.6,ירושלים,דרך בר-לב
3000,521.0,ירושלים,"אצ""ל,20"
3000,530.1,ירושלים,"לוחמי הגטאות,7"
3000,530.2,ירושלים,"לוחמי הגטאות,7"
3000,530.3,ירושלים,"לוחמי הגטאות,7"
3000,545.1,ירושלים,"אלמדינה מונורה,142"
3000,545.2,ירושלים,"אלמדינה מונורה,142"
3000,548.0,ירושלים,איחוד הכפר
3000,550.1,ירושלים,"ככר ארן זלמן,11"
3000,550.2,ירושלים,"ככר ארן זלמן,11"
3000,550.3,ירושלים,"ככר ארן זלמן,11"
3000,554.1,ירושלים,"מעגלי הרי""ם לוין,27"
3000,554.2,ירושלים,"מעגלי הרי""ם לוין,27"
3000,554.3,ירושלים,"מעגלי הרי""ם לוין,27"
3000,554.4,ירושלים,"מעגלי הרי""ם לוין,27"
3000,554.5,ירושלים,"מעגלי הרי""ם לוין,27"
3000,554.6,ירושלים,"מעגלי הרי""ם לוין,27"
3000,556.1,ירושלים,"ככר ארן זלמן,7"
3000,556.2,ירושלים,"ככר ארן זלמן,7"
3000,556.3,ירושלים,"ככר ארן זלמן,7"
3000,556.4,ירושלים,"ככר ארן זלמן,7"
3000,562.1,ירושלים,"ההגנה,13"
3000,562.2,ירושלים,"ההגנה,13"
3000,562.3,ירושלים,"ההגנה,13"
3000,565.0,ירושלים,"אצ""ל,20"
3000,566.0,ירושלים,"אצ""ל,20"
3000,567.1,ירושלים,"הגננת,29"
3000,567.2,ירושלים,"הגננת,29"
3000,567.3,ירושלים,"הגננת,29"
3000,567.4,ירושלים,"הגננת,29"
3000,567.5,ירושלים,"הגננת,29"
3000,567.6,ירושלים,"הגננת,29"
3000,569.1,ירושלים,"נטר,1"
3000,569.2,ירושלים,"נטר,1"
3000,569.3,ירושלים,"נטר,1"
3000,569.4,ירושלים,"נטר,1"
3000,569.5,ירושלים,"נטר,1"
3000,571.1,ירושלים,"מח""ל,9"
3000,571.2,ירושלים,"מח""ל,9"
3000,571.3,ירושלים,"מח""ל,9"
3000,571.4,ירושלים,"מח""ל,9"
3000,571.5,ירושלים,"מח""ל,9"
3000,571.6,ירושלים,"מח""ל,9"
3000,571.7,ירושלים,"מח""ל,9"
3000,572.1,ירושלים,"מעגלות הרב פרדס,39"
3000,572.2,ירושלים,"מעגלות הרב פרדס,39"
3000,572.3,ירושלים,"מעגלות הרב פרדס,39"
3000,572.4,ירושלים,"מעגלות הרב פרדס,39"
3000,572.5,ירושלים,"מעגלות הרב פרדס,39"
3000,572.6,ירושלים,"מעגלות הרב פרדס,39"
3000,575.0,ירושלים,"שד נוה יעקב,38ב"
3000,576.0,ירושלים,"בלבן מאיר,6"
3000,587.0,ירושלים,"קדושי בבל,22"
3000,589.1,ירושלים,"הרואה,21"
3000,589.2,ירושלים,"הרואה,21"
3000,589.3,ירושלים,"הרואה,21"
3000,591.1,ירושלים,"קדושי בבל,1"
3000,591.2,ירושלים,"קדושי בבל,1"
3000,591.3,ירושלים,"קדושי בבל,1"
3000,592.0,ירושלים,"רזיאל דוד,29"
3000,595.1,ירושלים,"ורדינון,1"
3000,595.2,ירושלים,"ורדינון,1"
3000,595.3,ירושלים,"ורדינון,1"
3000,595.4,ירושלים,"ורדינון,1"
3000,598.1,ירושלים,"ורדינון,12"
3000,598.2,ירושלים,"ורדינון,12"
3000,598.3,ירושלים,"ורדינון,12"
3000,613.1,ירושלים,"אדם,28"
3000,613.2,ירושלים,"אדם,28"
3000,613.3,ירושלים,"אדם,28"
3000,613.4,ירושלים,"אדם,28"
3000,613.5,ירושלים,"אדם,28"
3000,615.0,ירושלים,"אצ""ל,20"
3000,623.0,ירושלים,ירושלים
3000,634.0,ירושלים,"קדושי בבל,22"
3000,635.0,ירושלים,"קדושי בבל,22"
3000,637.0,ירושלים,"קדושי בבל,22"
3000,638.0,ירושלים,"קדושי בבל,22"
3000,641.0,ירושלים,"רזיאל דוד,29"
3000,643.0,ירושלים,"קדושי בבל,22"
3000,650.0,ירושלים,"מעגלות הרב פרדס,39"
3000,674.0,ירושלים,"הגננת,29"
3000,676.1,ירושלים,"מרגלית,411"
3000,676.2,ירושלים,"מרגלית,411"
3000,676.3,ירושלים,"מרגלית,411"
3000,677.1,ירושלים,"הדולב,423"
3000,677.2,ירושלים,"הדולב,423"
3000,677.3,ירושלים,"הדולב,423"
3000,677.4,ירושלים,"הדולב,423"
3000,677.5,ירושלים,"הדולב,423"
3000,677.6,ירושלים,"הדולב,423"
3000,682.1,ירושלים,צביה ויצחק
3000,682.2,ירושלים,צביה ויצחק
3000,684.1,ירושלים,"שוהם,526"
3000,684.2,ירושלים,"שוהם,526"
3000,693.1,ירושלים,"שבו,501"
3000,693.2,ירושלים,"שבו,501"
3000,698.1,ירושלים,"שד נוה יעקב,38א"
3000,698.2,ירושלים,"שד נוה יעקב,38א"
3000,698.3,ירושלים,"שד נוה יעקב,38א"
3000,700.0,ירושלים,"בלבן מאיר,6"
3000,706.1,ירושלים,"צונדק,1"
3000,706.2,ירושלים,"צונדק,1"
3000,706.3,ירושלים,"צונדק,1"
3000,706.4,ירושלים,"צונדק,1"
3000,708.1,ירושלים,"צונדק,26"
3000,708.2,ירושלים,"צונדק,26"
3000,709.1,ירושלים,"אסירי ציון,2"
